Headline,Body ID,Stance
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",704,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',704,unrelated
"ISIS Unleash ""Scorpion"" Bombs In Iraq",386,discuss
Islamic State fighters detonate 'SCORPION bombs' in terror siege,386,discuss
ISIS launch SCORPION BOMBS to spread panic in Iraq,386,discuss
Amazon.com to open first physical store in Manhattan: DJ,950,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,950,unrelated
Alleged audio of Michael Brown shooting has surfaced,950,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,950,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,950,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,950,unrelated
Son Pays Off His Parents’ Mortgage for Christmas,950,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,950,unrelated
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",950,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,950,unrelated
Setting the record straight on tor,950,unrelated
Iraqi media: ISIS militants have contracted Ebola,950,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,950,unrelated
Islamic State 'training pilots to fly fighter jets',950,discuss
Google Grows With $1.6 Billion in California Office Deals,950,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,950,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,950,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,950,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",950,unrelated
This Guy Paid Off His Parents’ Mortgage For Christmas,950,unrelated
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",950,unrelated
Best Christmas present ever? Heartwarming moment app developer reveals to his parents he had paid off their mortgage,950,unrelated
Isis militants claim to have killed US journalist James Foley,950,unrelated
Soldier shot near Canadian parliament building,950,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',950,unrelated
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,950,discuss
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,950,unrelated
Daash Ebola transferred to Mosul {Google Translate],950,unrelated
ISIS Getting Ebola,950,unrelated
Two blokes dared to eat 20-year-old burger for charity,950,unrelated
ISIS militants trick mother into ‘eating her kidnapped son’,950,unrelated
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,950,unrelated
"Boko Haram denies truce, says kidnapped girls married",950,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,950,unrelated
"Islamic State Training Pilots in Military Jets, Monitors Say",950,discuss
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,950,unrelated
ISIS Militants Allegedly Contracted Ebola,950,unrelated
Iraqi media says ISIS militants have contracted Ebola,950,unrelated
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,950,unrelated
"Islamic State training fighter pilots in captured jets, monitoring group says",950,discuss
Son pays off his parents' mortgage in a heartwarming Christmas video,950,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,950,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,950,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",950,unrelated
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",950,unrelated
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,950,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,950,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",950,unrelated
"No, a bird didn't poop on Vladimir Putin",950,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,950,unrelated
20-Year-Old Quarter Pounder Looks About the Same,950,unrelated
"No, there aren’t any Ebola cases in Iraq",950,unrelated
Has Ebola infected Isis militants in Mosul?,950,unrelated
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,950,unrelated
This Man Paid Off His Parents' Mortgage for Christmas (Video),950,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",950,unrelated
Matt Taibbi on leave of absence from First Look Media,950,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,950,unrelated
'There is no limit to their depravity' Islamic State FEED mother her own SON,950,unrelated
ISIS cracks down on five confirmed Ebola cases among fighters: official,950,unrelated
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,950,unrelated
Indian civil servant sacked 'after 24-year sickie',950,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,950,unrelated
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,950,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",950,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,950,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,950,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,950,unrelated
This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,950,unrelated
White House fence-jumper made it far deeper into building than previously known,950,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,950,unrelated
ISIS fighters ‘have contracted Ebola’,950,unrelated
Saddam Hussein’s pilots training Islamic State group,950,discuss
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",950,unrelated
Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,950,discuss
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,950,unrelated
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",271,unrelated
Kim Jong-Un's Sister Takes Control in North Korea,271,unrelated
Is Kim Jong-un’s sister now the power behind the North Korean throne?,271,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,271,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',271,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,271,unrelated
"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",271,unrelated
Luke Somers' sister says he was killed in failed Yemen rescue attempt,271,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,271,unrelated
"What We Know About Kim Yo Jong, Who May Control North Korea",271,unrelated
Christian Bale to Play Steve Jobs in New Movie,271,unrelated
Luke Somers 'killed in failed rescue attempt in Yemen',271,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,271,unrelated
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,271,unrelated
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,271,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,271,unrelated
"Wildest Apple Watch rumor yet: 100,000 apps at launch",271,unrelated
Watch marine take sniper shot to the head and live,271,unrelated
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',271,unrelated
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,271,unrelated
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),271,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",271,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],271,unrelated
"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",271,unrelated
Al Qaida hostage killed in raid,271,unrelated
Pentagon: ISIS Got U.S. Weapons Package,271,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,271,discuss
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",271,unrelated
US hostage Luke Somers dies after rescue bid,271,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,271,unrelated
Setting the record straight on tor,271,unrelated
American hostage killed in rescue attempt in Yemen - senior official,271,unrelated
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,271,unrelated
N Korean leader misses annual ritual; sister ‘takes over duties’,271,unrelated
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,271,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,271,discuss
"Yemen says U.S. man freed, sister says he’s dead",271,unrelated
Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,271,unrelated
Kim Jong-Un's sister reportedly running N. Korea,271,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,271,unrelated
British man pays $460 to save constipated goldfish's life,271,unrelated
Russian TV actor wakes up to find his testicles stolen,271,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",271,unrelated
"US hostage 'murdered' by militants in Yemen, says Hagel",271,unrelated
American hostage in Yemen freed in military raid-Defence Ministry,271,unrelated
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,271,unrelated
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,271,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,271,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,271,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),271,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",271,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",2039,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2039,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2039,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2039,unrelated
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2039,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2039,unrelated
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",2039,agree
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",2039,agree
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,2039,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),2039,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2039,unrelated
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2039,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,2039,discuss
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,2039,discuss
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,2039,unrelated
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2039,unrelated
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",2039,discuss
US confirms death of Somalia terror group leader,2039,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2039,discuss
Homeland Security says terrorists haven't crossed U.S-Mexico border,2039,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2039,unrelated
Report: Exec popped for $300k dinner after run at blackjack,2039,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2039,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2039,unrelated
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2039,unrelated
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",2039,discuss
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,2039,unrelated
Homeland Security: No ISIL fighters on U.S. border,2039,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2039,unrelated
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",2039,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2039,unrelated
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,2039,unrelated
Apple 'working on 12-inch MacBook Air',2039,discuss
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",2039,unrelated
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,2039,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2039,unrelated
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2039,unrelated
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2039,unrelated
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2039,unrelated
"Report: new 12-inch MacBook Air slims down, has single USB port",2039,discuss
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2039,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2039,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2039,unrelated
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,2039,unrelated
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,2039,discuss
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2039,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",2039,unrelated
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,891,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',891,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,891,unrelated
WTC rats scare off Anna Wintour,891,unrelated
Now the Vogue Rats Are Chewing Through Couture,891,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',891,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,891,discuss
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,891,unrelated
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",891,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,891,unrelated
Vogue's new digs are reportedly swarming with rats,891,unrelated
ISIS leader dead?,891,discuss
Kurds fear Isis use of chemical weapon in Kobani,891,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",891,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',891,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,891,discuss
‘Photo of slain IS leader’ reported to be doctored,891,discuss
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,891,discuss
The rats eat Prada at Vogue NY office,891,unrelated
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",891,unrelated
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,891,discuss
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,891,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,891,unrelated
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,891,discuss
"So, There Might Be a Rat Infestation at Vogue",891,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,891,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,891,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,891,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,891,unrelated
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,891,unrelated
Vogue’s Rat Infestation: Disturbing New Details,891,unrelated
"In Vogue vs Rats War, the Rats Are Winning",891,unrelated
Sugarhill Gang rapper Big Bank Hank dead at 57,891,unrelated
Rats are still running around at Vogue,891,unrelated
ISIS leader ‘killed’ in US airstrikes,891,discuss
Does Vogue's New Office Have a Rat Infestation?,891,unrelated
SEE IT: California homeless man uses $100 gift to give food to others,891,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1883,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,1883,unrelated
Nigeria says ceasefire agreed with Boko Haram,1883,unrelated
Chinese advised to choose British-sounding names to get ahead,1883,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1883,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1883,unrelated
"No, a spider (probably) didn't crawl through a man's body for several days",1883,disagree
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1883,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1883,unrelated
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,1883,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1883,unrelated
Wife and child of Islamic State leader Baghdadi held in Lebanon,1883,unrelated
Bali Awry,1883,discuss
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1883,unrelated
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1883,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,1883,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1883,unrelated
Mystery man slaps shoppers around head for sneezing,1883,unrelated
Boko Haram denies it has agreed ceasefire,1883,unrelated
Bali spider burrows under Aussie’s chest,1883,agree
"Tropical spider burrows under man's skin, lives there for three days",1883,agree
CBS News Names Canadian Parliament Shooting Suspect,1883,unrelated
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1883,agree
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1883,agree
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1883,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1883,unrelated
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",1883,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1883,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1883,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,1883,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1883,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1883,agree
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1883,unrelated
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1883,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",1883,unrelated
The Arrest of the ISIS Leader's Wife and Son,1883,unrelated
Russian TV actor wakes up to find his testicles stolen,1883,unrelated
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,1883,unrelated
"Absent from duty for 25 years, CPWD official dismissed",1883,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",1883,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1883,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,1883,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1883,disagree
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1883,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",1883,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1883,agree
"Islamic State leader's family detained by Lebanon, officials say",1883,unrelated
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1883,unrelated
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,1883,unrelated
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1883,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1883,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1883,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1883,agree
James Foley remembered as 'brave and tireless' journalist,1883,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1883,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1883,unrelated
This Is a Truly Horrifying Story About a Spider,1883,agree
"Boko Haram agrees to ceasefire, release of school girls",1883,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1883,unrelated
"No, Banksy hasn’t been arrested",1883,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",1883,unrelated
"Fidel Castro Is Dead, According to Viral Twitter Rumors",1883,unrelated
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,1883,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,1883,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1883,unrelated
Man discovers spider living under his skin during Bali vacation,1883,agree
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1883,unrelated
Tropical spider burrows under man's skin through scar,1883,agree
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",1883,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1883,unrelated
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,1883,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1883,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1883,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,1883,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1883,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1883,unrelated
Lebanon confirms holding ISIS chief’s kin,1883,unrelated
'Spiderman' squished: Perth experts debunk spider burrowing claims,1883,disagree
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1883,unrelated
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1883,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1883,unrelated
Hospital: Man not being treated for Ebola in Kansas City,1883,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,1883,unrelated
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",1883,unrelated
Jordan king cites Clint Eastwood in revenge vow,1883,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",1883,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1883,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1883,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1883,unrelated
"Spider burrowed into appendix scar, crawled through WA man's body",1883,agree
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1883,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1883,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1883,unrelated
Spider burrowed through tourist's stomach and up into his chest,1883,agree
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1883,unrelated
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,1883,unrelated
Lebanon detains wife and son of Al-Baghdadi,1883,unrelated
"Boko Haram denies truce, says kidnapped girls married",1883,unrelated
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,1883,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1883,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1883,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1883,unrelated
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",1883,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1883,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1883,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1883,unrelated
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1883,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1883,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1883,unrelated
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,1883,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1883,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,1883,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',1883,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),1883,unrelated
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1883,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1883,unrelated
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,1883,unrelated
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,1883,unrelated
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1883,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1883,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1883,discuss
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1883,unrelated
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,1883,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1883,agree
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1883,disagree
Nigeria and Boko Haram 'agree ceasefire and girls' release',1883,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1883,unrelated
Tropical spider burrowed under Bali tourist's skin,1883,agree
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1883,unrelated
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1883,unrelated
Texas plumber's truck on front line of Syria war,1883,unrelated
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1832,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1832,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1832,unrelated
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1832,unrelated
Rumor Fatigue Sets In at False Alarms of Castro’s Death,1832,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1832,agree
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1832,unrelated
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',1832,disagree
